url,name,category,description,gicsCode,industryGroup,naics6Codes,naics6Codes2022,naicsCode,sector,sic4Codes,sicCode,tag_trustedshops,country,countryCode,lat,lng,alexaGlobalRank,email,phoneNumbers,tags,tech,techCategories,timeZone,type,utcOffset
https://blue-music.de,https://www.blue-music.de/,Electrical Equipment,"Blue Music.de offers a variety of high-quality speaker chassis and PA technology from top brands like Sica, Beyma, Eighteensound, B&C Speakers, and BMS, with email updates on new products and deals.",25501010,Capital Goods,423690',423690',42,Industrials,5065',50,Electrical Equipment,Germany,DE,51.165691,10.451526,722901,info@blue-music.de',,"Retail', 'Events', 'Electrical', 'Industrials & Manufacturing', 'Audio/Visual Equipment', 'Audio Production', 'Event Planning', 'Music', 'Food and Beverage Distribution', 'Electronic Parts', 'Electrical Supplies', 'Distribution and Wholesalers', 'Electronics', 'B2B'","apache', 'google_tag_manager'","web_servers', 'tag_management'",Europe/Berlin,private,1
https://blackfrog.eu,,,,,,,,,,,,,,,,,,,,,,,,,
https://bit-electronix.de,Bit Electronix,Consumer Goods,"Bit Electronix: Innovative electronic products and solutions for diverse industries, ensuring cutting-edge technology and customer satisfaction.",,Consumer Durables & Apparel,,,,Consumer Discretionary,,,Consumer Goods,Germany,DE,51.165691,10.451526,5736254,,,Consumer Goods',"debian', 'digital_ocean', 'google_tag_manager', 'apache', 'amazon_payments'","operating_system', 'cloud_computing_services', 'tag_management', 'web_servers', 'payment'",Europe/Berlin,private,1
https://bittorfshop.de,Bittorf Shop,,,,,,,,,,,,Germany,DE,51.165691,10.451526,,,,,"google_analytics', 'google_tag_manager', 'woo_commerce'","analytics', 'tag_management', 'ecommerce'",Europe/Berlin,private,1
https://best-software.de,Best-Software,Internet Software & Services,"Best Software is an online shop offering Microsoft Office, Windows OS, and antivirus solutions at competitive prices with telephone support available.",45103010,Software & Services,511210',513210',51,Information Technology,7372',73,Internet Software & Services,Germany,DE,51.165691,10.451526,324817,,,"Information Technology & Services', 'Technology', 'Protection Products and Services', 'Online Business', 'Customer Support', 'Software', 'Publishers', 'Information', 'Publishing', 'SAAS', 'B2C', 'E-Commerce'","amazon_payments', 'cloud_flare', 'google_tag_manager', 'recaptcha', 'zendesk', 'wordpress', 'youtube', 'twitter_button', 'bing_advertiser', 'google_analytics', 'hotjar', 'stripe'","payment', 'dns', 'tag_management', 'authentication_services', 'customer_support', 'content_management_system', 'image_video_services', 'social_sharing', 'advertising', 'analytics', 'website_optimization'",Europe/Berlin,private,1
https://bit-elements.de,bit elements,,bit elements is a company that provides a wide range of electronic components and accessories. They offer competitive prices and ensure that all products are inclusive of VAT. Customers can also expect fast and reliable shipping services. Whether you n...,,,,,,,,,,Germany,DE,51.165691,10.451526,,info@bit-elements.de',,,"apache', 'shopware'","web_servers', 'ecommerce'",Europe/Berlin,personal,1
https://bladeloop.com,bladeloop,Distributors,"Bladeloop IT Remarketing specializes in distributing high-quality, used servers and networking technology, including Blade and Rack servers, RAM, and parts. With a focus on top hardware, the company offers trusted products with free shipping in Germany...",45203030,Retailing,423430',423430',42,Consumer Discretionary,5045',50,Distributors,,,,,3099244,"info@bladeloop.com', 'stefan.burger@bladeloop.com'","+49 69 59794920', '+49 69 59794923', '+49 5979 4920', '+49 5979 4923'","E-commerce', 'Information Technology & Services', 'Technology', 'Computer Hardware', 'Network Management', 'Hardware Development', 'IT Solutions', 'IT Management', 'Computers', 'Software', 'Distribution and Wholesalers', 'B2B', 'E-Commerce', 'Enterprise', 'B2C'","apache', 'microsoft_exchange_online', 'outlook', 'typekit_by_adobe', 'unix', 'wordpress', 'microsoft_office_365', 'woo_commerce'","web_servers', 'email_hosting_service', 'website_optimization', 'operating_system', 'content_management_system', 'productivity', 'ecommerce'",,private,
https://www.blau.de,blau.de,Diversified Telecommunication Services,"Blau.de offers affordable mobile phone tariffs for calls in Germany and the EU, with options for personalized plans and 5G services included.",,Telecommunication Services,,,51,Telecommunication Services,,48,Integrated Telecommunication Services,Germany,DE,51.165691,10.451526,60006,impressum@blau.de',,"Telecommunications', 'Mobile Communication', 'Networking', 'Consulting & Professional Services', 'Mobile', 'B2C', 'B2B'","apache', 'google_tag_manager', 'media.net', 'appnexus', 'openx', 'mediamath', 'apache_tomcat', 'the_trade_desk', 'pubmatic', 'rubicon_project', 'bluekai', 'adscale', 'aggregate_knowledge', 'iponweb_bidswitch'","web_servers', 'tag_management', 'advertising', 'data_management'",Europe/Berlin,private,1
https://www.blue-tomato.com,Blue Tomato,Leisure Products,"Blue Tomato is the European retail leader for snowboarding, freeskiing, surfing, and streetwear, offering a wide selection of products from top brands to up-and-coming labels for passionate enthusiasts.",25202010,Consumer Durables & Apparel,339920',339920',33,Consumer Discretionary,3949',39,Sporting Goods,Austria,AT,47.397927,13.6859589,42323,"info@blue-tomato.com', 'datenschutz@blue-tomato.com'","+49 89 41614861', '+43 3687 2422333', '+43 3687 242233', '+43 3687 242235', '+41 43 508 21 99', '+33 1 85 85 01 48', '+43 3120 4990369', '+43 3589 42450010', '+39 02 9475 0775', '+43 3861 8888020'","E-commerce', 'Sporting Goods', 'Retail', 'Apparel & Footwear', 'Recreational Activities', 'Outdoor and Casual Apparel', 'Adventure Activities', 'Lifestyle Brands', 'Customer Support', 'Community', 'Athletics', 'Sports', 'Manufacturing', 'B2C', 'Consumer Discretionary', 'E-Commerce'","double_click', 'facebook_connect', 'google_tag_manager', 'microsoft_exchange_online', 'outlook', 'shopify', 'amazon_payments', 'youtube', 'tealium', 'media.net', 'splunk', 'stripe', 'appnexus', 'sap_hybris_marketing', 'trello', 'cision', 'cloudera', 'couchdb', 'openx', 'atlassian_confluence', 'microsoft_dynamics', 'mongodb', 'microsoft_project', 'pubmatic', 'rubicon_project', 'salesforce', 'klarna', 'mysql', 'sap_crm', 'nopcommerce', 'atlassian_jira'","advertising', 'authentication_services', 'tag_management', 'email_hosting_service', 'ecommerce', 'payment', 'image_video_services', 'data_processing', 'marketing_automation', 'project_management_software', 'database', 'productivity', 'crm'",Europe/Vienna,private,1
https://bornemann.shop,bornemann shop,Wireless Telecommunication Services,"Bornemann.shop offers cutting-edge hardware for GPS tracking, RTLS, and sensor technology, along with software solutions through the Bornemann Cloud.",45201020,Telecommunication Services,334220',334220',33,Telecommunication Services,3679',36,Wireless Telecommunication Services,United States,US,37.39481,-122.04645,,,+49 5321 33453',"Electrical', 'Technology', 'Cloud Solutions', 'Hardware Development', 'E-commerce Solutions', 'Distribution', 'Electronics', 'Radio', 'Television', 'Broadcasting', 'Wireless Communications', 'Manufacturing', 'Communications Equipment', 'SAAS', 'E-Commerce', 'B2B', 'B2C'","apache', 'digital_ocean', 'facebook_advertiser', 'facebook_connect', 'google_tag_manager', 'paypal'","web_servers', 'cloud_computing_services', 'advertising', 'authentication_services', 'tag_management', 'payment'",America/Los_Angeles,private,-8
https://bluesolution.de,blue:solution software,Internet Software & Services,"blue:solution software GmbH, founded in 2001, develops commercial software for the construction industry. Their flagship product, TopKontor Handwerk, is trusted by over 12,000 companies for streamlined operations and efficient time tracking solutions.",45103010,Software & Services,"511210', '541511'","513210', '541511'",51,Information Technology,"7372', '7371'",73,Internet Software & Services,Germany,DE,52.2761696,7.4423272,1848367,info@bluesolution.de',+49 5971 9144860',"Software', 'E-commerce', 'Information Technology & Services', 'Technology', 'Attendance Tracking', 'Construction', 'CRM Solutions', 'ERP Software', 'Business Intelligence', 'Cloud Solutions', 'Mobile App Development', 'Publishers', 'Information', 'Publishing', 'Computer Programming', 'Professional Services', 'Computers', 'B2B', 'Enterprise', 'SAAS', 'B2C'","nginx', 'ubuntu', 'woo_commerce', 'wordpress', 'recaptcha', 'google_tag_manager', 'apache_http_server', 'google_search_appliance'","web_servers', 'operating_system', 'ecommerce', 'content_management_system', 'authentication_services', 'tag_management', 'marketing_automation'",Europe/Berlin,private,1
https://bestware.com,bestware,Distributors,"Bestware is an online shop specializing in high-end technology, offering a range of products including laptops, desktop PCs, VR/AR hardware, and accessories. They provide maximum service and individuality to customers, aiming to deliver the technology ...",25501010,Retailing,425120',425120',42,Consumer Discretionary,7389',73,Distributors,Germany,DE,51.3396955,12.3730747,147492,support@bestware.com',"+49 89 89745420', '+49 89 89745425', '+49 4152 6302800', '+49 4152 6302899', '+49 3531 2426700', '+49 3531 2426711', '+31 20 504 0010', '+31 20 642 3070', '+49 8862 28943447', '+49 8862 28959254'","E-commerce', 'Export Management', 'Import & Export', 'Consulting & Professional Services', 'Logistics', 'Supply Chain Solutions', 'International Trade', 'Manufacturing', 'Consulting', 'B2B', 'B2C'","aws_route_53', 'magento', 'magento_v2', 'microsoft_exchange_online', 'nginx', 'outlook', 'google_maps', 'bing_advertiser', 'conversio', 'facebook_advertiser', 'google_analytics', 'google_tag_manager', 'klaviyo', 'recaptcha'","dns', 'ecommerce', 'email_hosting_service', 'web_servers', 'geolocation', 'advertising', 'marketing_automation', 'analytics', 'tag_management', 'authentication_services'",Europe/Berlin,private,1
https://bigpandav.de,BIG PANDA V,Specialty Retail,"Gesellschaftsspiele, Brettspiele & Tabletops bei BigPandaV Dein #1 Shop für Tabletops | Gesellschaftsspiele | Brettspiele & Zubehör • Viele Aktionsartikel auf Lager • Abholen vor Ort • Riesen Auswahl• Schnelle Lieferung",25504040,Retailing,451120',459120',45,Consumer Discretionary,5945',59,Specialty Retail,Germany,DE,51.165691,10.451526,2588740,"info@bigpandav.de', 'vlado@bigpandav.de'",,"Retail', 'Toys', 'Games', 'Film', 'E-commerce', 'B2C', 'Online Business', 'Athletics', 'Memorabilia', 'Tech Accessories', 'Hobby Goods', 'Suppliers', 'E-Commerce'","paypal', 'wordpress', 'amazon_s3', 'pinterest', 'vimeo', 'facebook_connect', 'double_click', 'recaptcha', 'google_tag_manager', 'woo_commerce', 'extend'","payment', 'content_management_system', 'cloud_computing_services', 'social_sharing', 'image_video_services', 'authentication_services', 'advertising', 'tag_management', 'ecommerce', 'accounting_and_finance'",Europe/Berlin,private,1
https://billigdrucken.de,Billigdrucken.de,Commercial Services & Supplies,"Billigdrucken.de is a company that specializes in providing affordable printing supplies such as toner cartridges and printer inks. In addition to printing accessories, they also offer a range of technical products including LED lighting, cables, compu...",25504040,Commercial & Professional Services,453210',459410',45,Industrials,5943',59,Business Supplies,United States,US,37.5307052,-122.26242,1630089,service@billigdrucken.de',,"Retail', 'E-commerce', 'B2C', 'Printing', 'Consumer Goods', 'Printing Services', 'Lighting', 'Cables & Wires', 'Tech Accessories', 'Batteries', 'Pricing Strategies', 'Online Business', 'Office Productivity', 'E-Commerce'","google_tag_manager', 'nginx', 'google_analytics'","tag_management', 'web_servers', 'analytics'",America/Los_Angeles,private,-8
